-0.34	0.376537	-0.333487	-0.320537
-0.32	0.379031	-0.314567	-0.303755
-0.3	0.381388	-0.29552	-0.286601
-0.28	0.383606	-0.276356	-0.269096
-0.26	0.385683	-0.257081	-0.251261
-0.24	0.387617	-0.237703	-0.233121
-0.22	0.389404	-0.21823	-0.214697
-0.2	0.391043	-0.198669	-0.196013
-0.18	0.392531	-0.17903	-0.177092
-0.16	0.393868	-0.159318	-0.157956
-0.14	0.395052	-0.139543	-0.13863
-0.12	0.39608	-0.119712	-0.119137
-0.1	0.396953	-0.0998334	-0.0995004
-0.08	0.397668	-0.0799147	-0.0797441
-0.06	0.398225	-0.059964	-0.059892
-0.04	0.398623	-0.0399893	-0.039968
-0.02	0.398863	-0.0199987	-0.019996
0	0.398942	0	0
0.02	0.398863	0.0199987	0.019996
0.04	0.398623	0.0399893	0.039968
0.06	0.398225	0.059964	0.059892
0.08	0.397668	0.0799147	0.0797441
0.1	0.396953	0.0998334	0.0995004
0.12	0.39608	0.119712	0.119137
0.14	0.395052	0.139543	0.13863
0.16	0.393868	0.159318	0.157956
0.18	0.392531	0.17903	0.177092
0.2	0.391043	0.198669	0.196013
0.22	0.389404	0.21823	0.214697
0.24	0.387617	0.237703	0.233121
0.26	0.385683	0.257081	0.251261
0.28	0.383606	0.276356	0.269096
0.3	0.381388	0.29552	0.286601
0.32	0.379031	0.314567	0.303755
0.34	0.376537	0.333487	0.320537
0.36	0.373911	0.352274	0.336923
0.38	0.371154	0.37092	0.352893
0.4	0.36827	0.389418	0.368424
0.42	0.365263	0.40776	0.383497
0.44	0.362135	0.425939	0.398091
0.46	0.35889	0.443948	0.412184
0.48	0.355533	0.461779	0.425758
0.5	0.352065	0.479426	0.438791
0.52	0.348493	0.49688	0.451266
0.54	0.344818	0.514136	0.463163
0.56	0.341046	0.531186	0.474463
0.58	0.33718	0.548024	0.485148
0.6	0.333225	0.564642	0.495201
0.62	0.329184	0.581035	0.504605
0.64	0.325062	0.597195	0.513341
0.66	0.320864	0.613117	0.521395
0.68	0.316593	0.628793	0.528749
0.7	0.312254	0.644218	0.53539
0.72	0.307851	0.659385	0.5413
0.74	0.303389	0.674288	0.546467
0.76	0.298872	0.688921	0.550875
0.78	0.294305	0.703279	0.554513
0.8	0.289692	0.717356	0.557365
0.82	0.285036	0.731146	0.559421
0.84	0.280344	0.744643	0.560669
0.86	0.275618	0.757843	0.561096
0.88	0.270864	0.770739	0.560693
0.9	0.266085	0.783327	0.559449
0.92	0.261286	0.795602	0.557355
0.94	0.256471	0.807558	0.554401
0.96	0.251644	0.819192	0.550579
0.98	0.246809	0.830497	0.545882
1	0.241971	0.841471	0.540302
1.02	0.237132	0.852108	0.533833
1.04	0.232297	0.862404	0.526469
1.06	0.22747	0.872355	0.518204
1.08	0.222653	0.881958	0.509035
1.1	0.217852	0.891207	0.498956
1.12	0.213069	0.9001	0.487964
1.14	0.208308	0.908633	0.476058
1.16	0.203571	0.916803	0.463234
1.18	0.198863	0.924606	0.449491
1.2	0.194186	0.932039	0.434829
1.22	0.189543	0.939099	0.419248
1.24	0.184937	0.945784	0.402747
1.26	0.180371	0.95209	0.385329
1.28	0.175847	0.958016	0.366995
1.3	0.171369	0.963558	0.347749
1.32	0.166937	0.968715	0.327592
1.34	0.162555	0.973485	0.306529
1.36	0.158225	0.977865	0.284565
1.38	0.153948	0.981854	0.261704
1.4	0.149727	0.98545	0.237954
1.42	0.145564	0.988652	0.21332
1.44	0.14146	0.991458	0.18781
1.46	0.137417	0.993868	0.161432
1.48	0.133435	0.995881	0.134194
1.5	0.129518	0.997495	0.106106
1.52	0.125665	0.99871	0.0771772
1.54	0.121878	0.999526	0.0474189
1.56	0.118157	0.999942	0.016842
1.58	0.114505	0.999958	-0.0145417
1.6	0.110921	0.999574	-0.0467193
1.62	0.107406	0.99879	-0.0796778
1.64	0.103961	0.997606	-0.113403
1.66	0.100586	0.996024	-0.147882
1.68	0.0972823	0.994043	-0.183098
1.7	0.0940491	0.991665	-0.219036
1.72	0.090887	0.98889	-0.255679
1.74	0.0877961	0.985719	-0.293012
1.76	0.0847764	0.982154	-0.331015
1.78	0.0818278	0.978197	-0.369672
1.8	0.0789502	0.973848	-0.408964
1.82	0.0761433	0.969109	-0.448871
1.84	0.0734068	0.963983	-0.489374
1.86	0.0707404	0.958471	-0.530452
1.88	0.0681436	0.952576	-0.572084
1.9	0.0656158	0.9463	-0.61425
1.92	0.0631566	0.939645	-0.656927
1.94	0.0607652	0.932615	-0.700094
1.96	0.0584409	0.925211	-0.743726
1.98	0.0561831	0.917438	-0.7878
